,Date,Cnsmr,Manuf,HiTec,Hlth ,Other
0,1926-07,0.05472266114066748,0.02759958222904535,0.018348596883677626,0.018399737337090327,0.021095425035783544
1,1926-08,0.027772126969985322,0.023081664707731653,0.024066927206111144,0.04196923876494152,0.04354724995176795
2,1926-09,0.022322756076038175,-0.004491612181211302,0.01053130040749517,0.006945522289385941,0.0030198087664858875
3,1926-10,-0.039366858061832155,-0.025400247607018867,-0.022565954343714445,-0.005844184836732769,-0.028476164694590467
4,1926-11,0.03710395801903155,0.027033300886872835,0.03079753893237025,0.05434561760233669,0.021292136281270357
5,1926-12,0.03631564307075763,0.026883394410690986,0.010306443107138907,0.0009784768845031433,0.03465124309066958
6,1927-01,-0.011856004517448615,0.0017593205940382717,0.004633480637036724,0.05054549943087627,0.015265107721451399
7,1927-02,0.052801257508768185,0.039820121308024925,0.04186409472739494,0.017045263265193178,0.05062828991481649
8,1927-03,0.01644483197238844,-0.014695283076304744,0.03695558647451502,0.010069154652395662,0.011637056612317842
9,1927-04,0.035433314980228836,-0.011275576743798643,0.013343236234562239,0.027453024775880408,0.00821872245881039
10,1927-05,0.061077700494506226,0.056737189451092185,0.05290361825277512,0.041289941714012235,0.06530334958424344
11,1927-06,-0.02059948191573613,-0.030524148022676112,0.005056453892022361,0.005178449256491913,-0.021894879370431664
12,1927-07,0.08700808284389772,0.0755025799760971,0.0767807327461858,0.09836091844552186,0.06108101251969478
13,1927-08,0.052126294206237045,0.02015710462845166,0.02836435723181996,0.0028989328350395027,-0.00988071593894524
14,1927-09,0.05916610964298097,0.04712230568399911,0.0393433320787826,0.05647081390691078,0.04578240686524948
15,1927-10,-0.029423740386142816,-0.046881846699591834,-0.04541809181952572,0.051450462836189814,-0.0380764906026142
16,1927-11,0.07544796197509784,0.07738749245580112,0.06496751419283364,0.037019150038587245,0.04512783409192833
17,1927-12,0.03622764431292547,0.02102821356654694,0.012893033989440639,-0.0047644175677853395,0.019168406045663167
18,1928-01,-0.012347219518034303,0.0017072454737190323,-0.00040202634652752867,0.027107064577492013,-0.009702975051940288
19,1928-02,-0.014799697056861572,-0.011261942587875384,-0.0038298086645226492,-0.034428999322787646,-0.020151406566048746
20,1928-03,0.13897484588584152,0.07021411096700692,0.10358903347371706,0.11151519997527126,0.05971034665509878
21,1928-04,0.004006465744181842,0.07688300110051949,0.026544490186862557,0.023567744723462347,0.04341029969095822
22,1928-05,0.03501455357940242,0.0012642031444674018,0.04369490858665581,0.09268643409462807,-7.645998599936643e-05
23,1928-06,-0.04083918579522838,-0.04327371796897628,-0.05104202986406148,-0.03144122117246284,-0.04416626886079833
24,1928-07,0.02231890028033745,0.010232098385848376,-0.002974950551203337,0.02390480800597916,-0.003462675147789973
25,1928-08,0.08994550876969121,0.06285260415308236,0.07216700524456465,0.14677342922123282,0.04748086548177355
26,1928-09,0.03667727036698887,0.04448112315049757,0.004252786816997478,-0.011319909810146633,0.011113622386135225
27,1928-10,0.017181556377063867,0.023951555764110122,0.02372891020843726,0.0005347381852383037,-0.005168871617718174
28,1928-11,0.07813801039690316,0.16044101341334227,0.13433660697773275,0.05069036062767207,0.09991237000857933
29,1928-12,-0.009077160427156228,0.005440842364651477,0.03834856448134749,-0.004496791445614656,0.0040247376546938
30,1929-01,0.006667208947463532,0.06092626695098735,0.11684480004113174,0.03510761542286711,0.05585465539191148
31,1929-02,-0.014969157256227161,0.013205212359235219,-0.011300334336288298,0.0006225452772694595,0.00044377380469740046
32,1929-03,-0.0362533816339321,0.01121318873689403,0.0461307565718303,-0.014731249964220816,-0.021824041028390195
33,1929-04,0.011241368655611428,0.024271963295053656,0.02455121010412764,0.014839186982588348,0.0075446189186210155
34,1929-05,-0.09713590549464768,-0.05792361299998938,-0.0369103323044252,-0.07900709692285657,-0.0026207566755356293
35,1929-06,0.06955554925701057,0.1234729887165531,0.15778269567361214,0.04542025785713122,0.05763472982511364
36,1929-07,0.003976855848996319,0.046690441252608794,0.10982595419474928,0.025738736115394234,0.06565692227539532
37,1929-08,0.04955158515092184,0.09695311560350972,0.11940096553911439,0.03121657517563392,0.07657462277794558
38,1929-09,-0.05736386754672951,-0.04060499777057136,-0.0511670886282225,-0.07028010638672544,-0.06826024275185028
39,1929-10,-0.20564997887030523,-0.20817511749089246,-0.22670666826089647,-0.18057625629048712,-0.1196327838846244
40,1929-11,-0.12153817342748563,-0.1246618796278941,-0.14847032561878715,-0.07853934974318111,-0.09430032152005319
41,1929-12,0.0019115110638645572,0.02377626077399042,0.06165356550861967,0.011316419122677113,-0.007448221101759578
42,1930-01,0.055670875562591204,0.05173062400421369,0.06321990296095703,0.025605129708546448,0.05130462780216716
43,1930-02,0.004859775071146322,0.022167423605584435,0.07451103202802023,0.023036725929678648,0.03237004092742857
44,1930-03,0.03878605921628986,0.10210325973336465,0.0845728293208603,0.0630902017597379,0.04729182889281591
45,1930-04,-0.017200259762308878,-0.011305250853052562,-0.008560326828485398,-0.012666689437918155,-0.06420106585947372
46,1930-05,0.018722134762247267,-0.022117929472289855,-0.024087634057399665,-0.015170458756501581,-0.009861452283892236
47,1930-06,-0.15722560276650965,-0.16893506028769922,-0.14844058807383687,-0.1330308921845743,-0.11829690365294565
48,1930-07,0.0542398910884101,0.04669584860501419,0.027909750926038646,0.06517579573488641,0.034486845175792036
49,1930-08,0.015960729241458083,-0.004237916598406555,0.019769162273010954,0.07759124555006514,-0.0037177463339567174
50,1930-09,-0.11476378833319456,-0.13922913931867908,-0.12400271692591924,-0.08748351096541185,-0.10550830873002803
51,1930-10,-0.07552415705112359,-0.08933407954086114,-0.10871630419333556,-0.0438023296913953,-0.08390143259233873
52,1930-11,0.020831014340744858,-0.03741512073713482,-0.03267328822036841,-0.031223893643852585,-0.05136058116352549
53,1930-12,-0.05834611879596463,-0.07726825758839606,-0.0710018985693679,-0.06939531768297946,-0.08863750084790312
54,1931-01,0.06368086682138907,0.04680595697985379,0.050174375746122823,0.08208055081884957,0.11937382682288433
55,1931-02,0.11371794888922593,0.12151654094600572,0.13426926511494508,0.07833659054177144,0.0545677322927014
56,1931-03,-0.026855495129111007,-0.07126947477111834,-0.056716995817124416,0.01792264366813545,-0.09556515932039988
57,1931-04,-0.05909336377265495,-0.12222206512917522,-0.08478984326024319,-0.03622502109753223,-0.09987879835148072
58,1931-05,-0.10699897036624517,-0.13823780975438127,-0.10768135169092663,-0.10377957272596161,-0.17360534831659025
59,1931-06,0.11029892155293863,0.15078788323705616,0.1407607954092056,0.0970160341266113,0.16367515267235588
60,1931-07,-0.028116982215878328,-0.07340499534548994,-0.07250786519635555,0.025819123884334827,-0.09870782194131755
61,1931-08,-0.0031457348032650767,0.019336014659026235,0.020274359200319836,0.004004278513151771,-0.04020289881627459
62,1931-09,-0.28730754169293915,-0.3188356514499492,-0.2691604290075823,-0.29586563258794796,-0.2675161581163863
63,1931-10,0.10050323898656144,0.09540187573704006,0.07038674739485407,0.11257272360759307,0.021137960701310687
64,1931-11,-0.05534106578204523,-0.07180756106547215,-0.09779291035383686,-0.028440174462901036,-0.19072412423232976
65,1931-12,-0.1085768873587667,-0.15556540343908742,-0.10117179665673937,-0.04049995515604188,-0.166097244609559
66,1932-01,-0.003895389680440231,-0.02200029017022498,-0.06754854368418439,-0.026858420187742094,0.07161578041094963
67,1932-02,0.04477420435514956,0.06981567398324473,0.09770889393457227,0.01992936001090584,-0.0038796017968059093
68,1932-03,-0.10399963918391808,-0.10032119014358554,-0.116208708951829,-0.06476924527646866,-0.1606764861394876
69,1932-04,-0.16021517934027674,-0.18374427667468918,-0.16241634768786473,-0.1977178174324492,-0.22472495200476894
70,1932-05,-0.2281583566222779,-0.18186504213413723,-0.1604240182337887,-0.34725822177067756,-0.30178790370530006
71,1932-06,-0.008065825633558732,0.012881923857976041,-0.05575264985351103,0.10926968285605576,-0.014841364809242807
72,1932-07,0.28507448251658696,0.35560255505290583,0.24425077409650342,0.291710793494216,0.5591909773308117
73,1932-08,0.29142185556885125,0.3736400989678712,0.3384995554139476,0.3609793724926118,0.587102084884557
74,1932-09,0.018339813286910145,-0.052247277657488156,-0.01765645496920476,-0.11953122682137607,-0.04198656599297912
75,1932-10,-0.145851275773079,-0.11256187807047346,-0.11855645495350409,-0.18566114143852175,-0.17983236347504628
76,1932-11,-0.05978219582309874,-0.06658240231747903,-0.033596380127817516,0.053194731203192624,-0.06907484331131941
77,1932-12,0.041329244665352594,0.04291502056872876,0.04818229980804545,0.06860379037926934,0.049061376066224405
78,1933-01,0.022693939808860142,-0.00926234606345755,0.006498541047799344,-0.01127495548746471,0.0852867633454395
79,1933-02,-0.1412085715831417,-0.17200942387236873,-0.11560136194836879,-0.1095346963853503,-0.16441373473833865
80,1933-03,0.09733816309560073,0.015234080787585036,-0.02444410261552654,-0.03238218638753376,0.03671788473805848
81,1933-04,0.43744531661730623,0.44133399995573663,0.25080535425603157,0.3714582830786728,0.30927203443828666
82,1933-05,0.16493298225712016,0.22109782616038598,0.1828827287225374,0.23662083881083573,0.315836616506213
83,1933-06,0.1402753026867971,0.13022186130470725,0.1062754342877863,0.10421668253745886,0.1453697653833841
84,1933-07,-0.08185030778101576,-0.12037336056607273,-0.0694947096251306,-0.19115014948872733,-0.06649131353986848
85,1933-08,0.12069655795117518,0.13070905113521292,0.07549359398064603,-0.00398078180332051,0.14619218366488274
86,1933-09,-0.09869747953613206,-0.09955676634863575,-0.08913430129214861,-0.01313906723735736,-0.16431057575063412
87,1933-10,-0.09080585747323577,-0.070277004939302,-0.08101769485282917,-0.060408841305824246,-0.1145862688233995
88,1933-11,0.1207466095972547,0.1086276093283054,0.08160007983965789,0.09433520584954591,0.053813160941482696
89,1933-12,0.020300310186947668,0.022283554436129727,-0.019584338065300466,-0.11749691501820525,0.047128327178007634
90,1934-01,0.1255915014848239,0.11760720385413337,0.09789399862462766,0.16774410776019688,0.18672594636184758
91,1934-02,-0.024035206373646423,-0.029838495401633414,-0.012215318782992757,-0.036079641863072,-0.019179813933798973
92,1934-03,0.009916108701097048,-0.013801420181533297,0.01983941138710943,-0.006322135454744582,0.008028574377910491
93,1934-04,-0.008904798125734859,-0.02638031202805824,-0.01686014062540575,0.0799304472306761,-0.01568771604455177
94,1934-05,-0.0693571332021049,-0.08126355435070154,-0.05190784354813127,-0.003245211021201899,-0.07410542064762138
95,1934-06,0.017760506516560692,0.033229210465821835,0.01857194928095529,0.020807555221977303,0.031229559720024724
96,1934-07,-0.08041934751292212,-0.1192935729737774,-0.07267540402234784,-0.01882485699596559,-0.17507977933498398
97,1934-08,0.05917540567001911,0.06256957485243553,0.04040829799648904,-0.0304917426296496,0.04533189403578297
98,1934-09,0.009022985319024901,-0.010882721817045193,0.00997403136824282,0.007810063597114336,-0.0031160262055882626
99,1934-10,0.0018380551182881621,-0.028046534465908213,-0.012445168493887215,-0.007318513170529672,-0.02386844106809194
100,1934-11,0.11106121367361155,0.09134380406822795,0.04028904186402493,0.04085858153615374,0.05655984851963014
101,1934-12,0.0017451862150226205,0.0038126206361435155,0.012100778411754165,0.006334697494091435,-0.0016709234174426824
102,1935-01,-0.042820336561332106,-0.030869944079843226,0.002099637986396896,-0.008600428777248648,-0.06735786627487073
