,Date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
0,1926-07,0.015140960697022532,0.15595691283105984,0.0472929574397436,-0.01118461566571649,0.029136170572861886,0.008246362247122496,0.0010288757799399306,0.018399737337090327,0.07036928987648361,0.021095425035783544
1,1926-08,0.039953956483883335,0.0369034166762352,0.02823485726798225,0.03491890684419796,0.02700463864334668,0.021707986272753832,-0.007122775406406157,0.04196923876494152,-0.01693057122489905,0.04354724995176795
2,1926-09,0.011188550823285848,0.050180809446918495,0.01146993878354774,-0.03371485387363915,-0.0039827643564739335,0.024094017717054994,0.00208787355474227,0.006945522289385941,0.02045447306867243,0.0030198087664858875
3,1926-10,-0.012215215202764917,-0.0838092951741426,-0.03666740677020697,-0.007697925407909811,-0.045875452560999674,-0.0012495276169678382,-0.022992542598556875,-0.005844184836732769,-0.0326510186202017,-0.028476164694590467
4,1926-11,0.05227048310959481,-0.001616912572753093,0.04242575210647592,0.0001782132067806863,0.04691697091773239,0.01648234111229052,0.0646613111382357,0.05434561760233669,0.04423893021241887,0.021292136281270357
5,1926-12,0.00799690095879857,0.09901671517173072,0.03622597580851683,0.028762797679882768,-0.0001124394853104782,0.01982769321622757,0.00587464855915476,0.0009784768845031433,-0.0019175113018496948,0.03465124309066958
6,1927-01,-0.006577962786711744,-0.00892373168941707,-0.0006833784618743843,0.012856190408693902,-0.011402440352973442,0.01886694281182666,-0.025431088273818347,0.05054549943087627,-0.01785059296340552,0.015265107721451399
7,1927-02,0.03354280545480326,0.08961404866715594,0.05806173176371021,0.014776058166259043,0.044090350750788154,0.039620947068431,0.0360655273260011,0.017045263265193178,0.04544040120871662,0.05062828991481649
8,1927-03,0.027735654655751674,0.016470014043221237,0.014585715986673353,-0.0602180457833581,0.014858709833617478,0.056315451463144095,-0.004434316789229564,0.010069154652395662,0.003910456640008775,0.011637056612317842
9,1927-04,0.03348349112477944,0.03149691493413176,0.0074553152263217015,-0.051787376933722484,0.05397902996186654,-0.02122866497241027,0.044885585701412545,0.027453024775880408,0.01726430351966357,0.00821872245881039
10,1927-05,0.08190556576349817,0.05960513996741712,0.05078023927507069,0.04786490536217736,0.07359052855285242,0.03358474761352093,0.023328214630635724,0.041289941714012235,0.09285195986764605,0.06530334958424344
11,1927-06,-0.01985290588800037,-0.030189523823376585,-0.028363723940192376,-0.031430087271867135,0.03312226501612403,-0.02166324944794995,-0.006187278079494041,0.005178449256491913,-0.035504366524468534,-0.021894879370431664
12,1927-07,0.04877224454789553,0.1309249431504551,0.12079489237418595,0.028516611413039517,0.12369546000659937,0.037373359333851,0.09839334057006455,0.09836091844552186,0.055272624233680734,0.06108101251969478
13,1927-08,0.02736525594116479,0.07041314499345797,0.03060365776827645,-0.0002515898512727155,0.05519153917611441,0.0043156627068883235,0.07347163436686022,0.0028989328350395027,0.032254633534294364,-0.00988071593894524
14,1927-09,0.05343764604512602,0.05663543955621697,0.04471908896948129,0.03306326195186493,0.012205019878601453,0.0651079883943726,0.07513107223628435,0.05647081390691078,0.0830614225461408,0.04578240686524948
15,1927-10,-0.006433863406847928,-0.04398880478087919,-0.06705394843264723,-0.019359909071036463,-0.07239405304601598,-0.02082651552041126,-0.049305448986261324,0.051450462836189814,-0.04345430314570897,-0.0380764906026142
16,1927-11,0.06270529229437893,0.06404756389764032,0.10827550166905842,0.04201392017875216,0.10764975267399057,0.028061948679524162,0.11694084907698343,0.037019150038587245,0.06366221566986541,0.04512783409192833
17,1927-12,0.025081366801937177,0.07800856799718003,0.03097950514063008,0.004689993805996329,0.012414891796197258,0.013260612543149364,-0.006936018274648181,-0.0047644175677853395,0.022660842224411226,0.019168406045663167
18,1928-01,0.005399376443288695,-0.03340609895673008,-0.005643114206593469,-0.018944512208666775,-0.004013169007022421,0.0029345496800825543,-0.00841376312538622,0.027107064577492013,0.058444232970201515,-0.009702975051940288
19,1928-02,-0.04057947156879971,0.012706018836798894,-0.018739387397046725,-0.0016028862171922897,-0.004511972587362689,-0.0031896406379999798,-0.011263700055405224,-0.034428999322787646,-0.007804619552783665,-0.020151406566048746
20,1928-03,0.044769078960529285,0.27526374918475494,0.08288357429654658,0.05608173574590358,0.19444376096022808,0.019701384693912027,0.08475128801150977,0.11151519997527126,0.06492826517136074,0.05971034665509878
